title, year, genre, img_path, synopsis
"Spotlight",2015,"Crime, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
"The Danish Girl",2015,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer."
"The Revenant",2015,"Adventure, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BY2FmODc2N2QtYmY3MS00YTMwLWI2NGYtZWRmYWVkNjFjZmI0XkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_UX67_CR0,0,67,98_AL_.jpg","A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team."
"Poldark",2015,"Drama, History, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BN2NmZGE5MGMtZTIxOS00ZmIxLWI0MzUtZGQ5YTYxOGQzN2NlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","Ross Poldark returns home after American Revolutionary War and rebuilds his life with a new business venture, making new enemies and finding a new love where he least expects it."
"Master of None",2015,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3ODYxNjQ3OV5BMl5BanBnXkFtZTgwNzA1MDQ5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","The personal and professional life of Dev, a 30-year-old actor in New York."
"The Lobster",2015,"Comedy, Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_UY98_CR1,0,67,98_AL_.jpg","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods."
"Life in Pieces",2015,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BYTg2ZGFiZGUtYmFjOC00Y2RiLTliNTItN2FjZGI1NjA1ZDNmXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","A family comedy told through the separate stories of different family members."
"San Andreas",2015,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
"Ballers",2015,"Comedy, Drama, Sport","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMDIxMjM3MF5BMl5BanBnXkFtZTgwNjMwMDE3MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","A series centered around a group of football players and their families, friends, and handlers."
"Fresh Off the Boat",2015,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTI5Mzc3MV5BMl5BanBnXkFtZTgwNzMwOTk2MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","A Taiwanese family makes their way in America during the 1990s."
"Cinderella",2015,"Drama, Family, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
"Younger",2015,"Comedy, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5OTIyMzkzOF5BMl5BanBnXkFtZTgwMDMzOTUxMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old."
"Bloodline",2015,"Drama, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4OTY0MzM1OV5BMl5BanBnXkFtZTgwMjkxMzE0MjI@._V1_UY98_CR1,0,67,98_AL_.jpg","A family of adult siblings find that their past secrets and scars are revealed when their black sheep of a brother returns home."
"Love",2015,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNDUwODk5NF5BMl5BanBnXkFtZTgwNzA0MDQ2NTE@._V1_UY98_CR1,0,67,98_AL_.jpg","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.""Vikings",2013,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyNzk1NzYwOF5BMl5BanBnXkFtZTgwMTQ0Nzc4MzI@._V1_UY98_CR2,0,67,98_AL_.jpg","The world of the Vikings is brought to life through the journey of Ragnar Lothbrok, the first Viking to emerge from Norse legend and onto the pages of history - a man on the edge of myth."
"Peaky Blinders",2013,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxODYzNTQzOV5BMl5BanBnXkFtZTgwMTI2MDYwMDE@._V1_UY98_CR0,0,67,98_AL_.jpg","A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world."
"Agents of S.H.I.E.L.D.",2013,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzEzMzA2MF5BMl5BanBnXkFtZTgwNDkyNzgyNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division."
"The Blacklist",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMGYyZDFjOGMtNDE2Zi00ODg3LWJiZjktMWFiYjUwOTVmNjBkXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her."
"Rick and Morty",2013,"Animation, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjRiNDRhNGUtMzRkZi00MThlLTg0ZDMtNjc5YzFjYmFjMmM4XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg","An animated series that follows the exploits of a super scientist and his not-so-bright grandson."
"Brooklyn Nine-Nine",2013,"Comedy, Crime","https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3NzQxODAwOV5BMl5BanBnXkFtZTgwODkwMjU2MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Jake Peralta, an immature but talented NYPD detective in Brooklyn's 99th Precinct, comes into immediate conflict with his new commanding officer, the serious and stern Captain Ray Holt."
"The Goldbergs",2013,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4ODUwODEzMzReQTJeQWpwZ15BbWU4MDM0NjM3NjMy._V1_UX67_CR0,0,67,98_AL_.jpg","This ABC show takes place in Jenkintown, Pennsylvania in the 1980s and follows the lives of a family named The Goldbergs."
"Orange Is the New Black",2013,"Comedy, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life changing prison can really be."
"The Originals",2013,"Drama, Fantasy, Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTcwODMzNF5BMl5BanBnXkFtZTgwNjcxMjI1MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","A family of power-hungry thousand year old vampires look to take back the city that they built and dominate all those who have done them wrong."
"House of Cards",2013,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3ODMyMjc3MV5BMl5BanBnXkFtZTgwNDgzNDc5NzE@._V1_UX67_CR0,0,67,98_AL_.jpg","A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him."
"Ray Donovan",2013,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxMTkxNDk4MV5BMl5BanBnXkFtZTgwODIzMDAxMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Ray Donovan, a professional "fixer" for the rich and famous in LA, can make anyone's problems disappear except those created by his own family."
"Mom",2013,"Comedy, Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BNWI0ZjU4MzUtMTdmMy00OWVkLThhNWItNzQ4NDEyNTBiY2ZjXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","A newly sober single mom tries to pull her life together in Napa Valley while dealing with her wayward mother."
"Reign",2013,"Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMDgzNjA1Ml5BMl5BanBnXkFtZTgwNjYyNDUzMTI@._V1_UY98_CR5,0,67,98_AL_.jpg","Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court."
"The Fosters",2013,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMGNjMTRjMjItYzUzNi00Mzk1LWFkM2MtNmZlODdjZGUwYTQzXkEyXkFqcGdeQXVyNjc4MzM4NTM@._V1_UY98_CR3,0,67,98_AL_.jpg","Teenager Callie Jacob is placed in a foster home with a lesbian couple and their blend of biological, adoptive, and foster children."
"Bates Motel",2013,"Drama, Horror, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BNTc4ODkwMTk4M15BMl5BanBnXkFtZTgwOTY5MTEyMTI@._V1_UY98_CR3,0,67,98_AL_.jpg","A contemporary prequel to Psycho, giving a portrayal of how Norman Bates' psyche unravels through his teenage years, and how deeply intricate his relationship with his mother, Norma, truly is."
"Pacific Rim",2013,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
"The Wolf of Wall Street",2013,"Biography, Comedy, Crime","https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
"The Americans",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTEzODU2ODY5ODdeQTJeQWpwZ15BbWU4MDAwMDM0NTEy._V1_UX67_CR0,0,67,98_AL_.jpg","At the height of the Cold War two Russian agents pose as your average American couple, complete with family."
"Broadchurch",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMWRmYjVjM2YtNDAwMi00ZGZmLTgzMjQtYjY4MTNjMTljNjhjXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart."
"The Fall",2013,"Crime, Drama, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BODk1MzM0MjQtNGUzOS00ZjBmLTliMjgtMzBjYmQwMzUwZDdkXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serialist in this procedural out of Belfast. The only thing they share is their common complexity."
"Dallas Buyers Club",2013,"Biography, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
"Father Brown",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BYzRkMTg4NzEtNzJkNS00Y2UxLTg1ZTYtNTc1YjBlN2YzYjI3XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","Series inspired by the stories of GK Chesterton; a Catholic priest has a knack for solving mysteries in his English village."
"Frozen",2013,"Animation, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
"Thor: The Dark World",2013,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves."
"The Great Gatsby",2013,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
"Drunk History",2013,"Comedy, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTEzNTY4MV5BMl5BanBnXkFtZTcwNjUzMTA3OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","Historical reenactments by A-list talent are presented by inebriated storytellers."
"Prisoners",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
"Orphan Black",2013,"Action, Drama, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BNDUwMjA1NjE2N15BMl5BanBnXkFtZTgwOTM5OTkzODE@._V1_UX67_CR0,0,67,98_AL_.jpg","A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her."
"Hannibal",2013,"Crime, Drama, Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1NTgyNjI5OF5BMl5BanBnXkFtZTgwNDgxNDA4NTE@._V1_UY98_CR15,0,67,98_AL_.jpg","Explores the early relationship between the renowned psychiatrist and his patient, a young FBI criminal profiler, who is haunted by his ability to empathize with serial killers."
"Banshee",2013,"Action, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTA1MDI5M15BMl5BanBnXkFtZTcwNTY3NjAwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business."
"Another Period",2013,"Comedy, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0Mzk0NzI4NV5BMl5BanBnXkFtZTgwMTk0NTAwNjE@._V1_UY98_CR3,0,67,98_AL_.jpg","When Lillian's gay husband and Beatrice's bisexual husband fall in love with each other, Lillian and Beatrice vow to find a way to get divorced and famous, lofty goals for Edwardian women."
"The Conjuring",2013,"Horror, Mystery, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse."
"Lone Survivor",2013,"Action, Biography, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
"Now You See Me",2013,"Crime, Mystery, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","An F.B.I. Agent, and an Interpol Detective, track a team of illusionists, who pull off bank heists during their performances, and reward their audiences with the money."
"Attack on Titan",2013,"Animation, Action, Adventure","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODk1NzUyMl5BMl5BanBnXkFtZTgwMjUyNzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","After his hometown is destroyed and his mother is killed, young Eren Yeager vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction."
"American Hustle",2013,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
"Her",2013,"Drama, Romance, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
"Nymphomaniac: Vol. I",2013,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3Njc5MjI5Ml5BMl5BanBnXkFtZTgwNTY3Mjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating."
"Wentworth Prison",2013,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BZWNhMTk0YTQtZjZmOS00NGNhLTg0ODQtOWQ4ZDhmOGI3NWNkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison."
"Man of Steel",2013,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction."
"We're the Millers",2013,"Comedy, Crime","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njc0NDUxNV5BMl5BanBnXkFtZTcwMjYzNzU1OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico."
"12 Years a Slave",2013,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BZjFkOGNjZjAtMzZjNS00ZjI2LTkwNjEtOWQ3NzQzOTBlMDA5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
"Fast &amp; Furious 6",2013,"Action, Crime, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty."
"The Tunnel",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BNDQwNjk0NTA2NV5BMl5BanBnXkFtZTgwODc4Mjc2ODE@._V1_UX67_CR0,0,67,98_AL_.jpg","Set primarily in Folkestone and Calais where detectives Karl Roebuck and Elise Wassermann are called to investigate the death of a French politician. When a shocking discovery is made at ...                "
"About Time",2013,"Comedy, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_UX67_CR0,0,67,98_AL_.jpg","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
"The Following",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNTk0MjUwOV5BMl5BanBnXkFtZTgwOTE4MDc2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg","A brilliant and charismatic, yet psychotic serial killer communicates with other active serial killers and activates a cult of believers following his every command."
"Top of the Lake",2013,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMjU3NDkwOV5BMl5BanBnXkFtZTgwMDI3Mzg0MTI@._V1_UY98_CR1,0,67,98_AL_.jpg","Obsessed with the disappearance of a 12-year-old pregnant girl near a freezing lake in New Zealand, a brave detective will find herself up against small-town secrets and a side of herself that was meticulously kept at bay."
"Under the Dome",2013,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDk0NzM1MF5BMl5BanBnXkFtZTcwOTYxMTk3OQ@@._V1_UY98_CR3,0,67,98_AL_.jpg","An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the "dome" or "sphere" and its origins, while coming to learn more than they ever knew about each other and animals too."
"The Hunger Games: Catching Fire",2013,"Action, Adventure, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_UX67_CR0,0,67,98_AL_.jpg","Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.""This Is Us",2016,"Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3M2I0YWItNWIzNC00MTBmLTkzMDgtMTdmOGMzOTI2YmVjXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows a unique ensemble, as their paths cross and their life stories interwine, from sharing the same birthday, to so much more than anyone would expect."
"Stranger Things",2016,"Drama, Fantasy, Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BMjUwMDgzOTg3Nl5BMl5BanBnXkFtZTgwNTI4MDk5MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","When a young boy disappears, his mother, a police chief, and his friends, must confront terrifying forces in order to get him back."
"Riverdale",2016,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BZDNmNmI5MGItMjUyOC00ODg4LWE0NmEtMzg5MjUzOWI2MDcwXkEyXkFqcGdeQXVyNjYzNDE4ODA@._V1_UX67_CR0,0,67,98_AL_.jpg","A subversive take on Archie and his friends, exploring small town life, the darkness and weirdness bubbling beneath Riverdale's wholesome facade."
"The Crown",2016,"Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxOTA2Mjc3MF5BMl5BanBnXkFtZTgwMTMxMzIxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century."
"The Good Place",2016,"Comedy, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BNWUxNDA2NmItZDgzMC00NzNkLWJkYTYtYmM0NjYzMDY4NWVjXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","A woman struggles to define what it means to be good."
"Westworld",2016,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyODk5NTc2MjNeQTJeQWpwZ15BbWU4MDQ5NTgwOTkx._V1_UX67_CR0,0,67,98_AL_.jpg","Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite can be indulged without consequence."
"Victoria",2016,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BNzE0YzhlOTEtOWRhNy00ZDA0LWIyNTQtNTBiODRhZTRjZmJmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","The early life of Queen Victoria, from her ascension to the throne at the tender age of 18 to her courtship and marriage to Prince Albert."
"Dirk Gently's Holistic Detective Agency",2016,"Comedy, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MDkzNzM5NF5BMl5BanBnXkFtZTgwMzEyNTgyMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Holistic detective Dirk Gently investigates cases involving the supernatural."
"Van Helsing",2016,"Action, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MTgxNjMwNF5BMl5BanBnXkFtZTgwMjU3OTA0OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Vanessa Helsing, distant relative of famous vampire hunter Abraham Van Helsing, is resurrected only to find that vampires have taken over the world."
"Legends of Tomorrow",2016,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BODVjYzliMTQtODk0My00MmUxLTkwMzMtMWJjMGQzZmU5MzAwXkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_UY98_CR5,0,67,98_AL_.jpg","Focuses on time-traveling rogue Rip Hunter, who has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time."
"Lethal Weapon",2016,"Action, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MjU2MTc5MV5BMl5BanBnXkFtZTgwMDk3Mjc3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","A slightly unhinged cop is partnered with a veteran detective trying to maintain a low stress level in his life."
"Travelers",2016,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BYjhmOGM4MWItOTlkMy00NWZlLWE2MDctYzFlYTIyZmEzOTUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to save humanity from a terrible future."
"The Shannara Chronicles",2016,"Adventure, Fantasy, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BOWRmYWJmMzktZTk3MC00NWI3LWJlMWItOWU1MTI3ODUxNDYwXkEyXkFqcGdeQXVyNzgzMzE2MTk@._V1_UY98_CR15,0,67,98_AL_.jpg","Series of adventures, war, and evil that occur throughout the history of the Four Lands."
"Designated Survivor",2016,"Action, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMjUxODc2NTIxMl5BMl5BanBnXkFtZTgwMjgxMDkyMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession."
